fire_date,daily_fire_count,daily_acres_burned,avg_fire_size,max_fire_size,avg_lat,avg_lon,fires_7day,fires_30day,acres_7day,acres_30day
1998-12-06,5.0,0.9,0.18,0.5,33.556593998,-116.36724491,13.0,152.0,8.099999999985448,1031.8000000000075
1998-12-07,1.0,0.1,0.1,0.1,33.67775,-116.399681,13.0,145.0,8.099999999985448,1030.5000000000073
1998-12-08,2.0,0.2,0.1,0.1,35.332899999999995,-118.49735,15.0,143.0,8.299999999985447,1029.9000000000074
1998-12-09,15.0,42.7,2.8466666666666667,15.0,33.884180006,-117.423064442,27.0,154.0,50.69999999998545,1069.9000000000074
1998-12-10,4.0,1.2,0.3,0.5,34.1751485825,-116.9892755825,31.0,154.0,51.899999999985454,831.5000000000073
1998-12-11,7.0,0.9,0.1285714285714286,0.2,34.07816077571429,-117.49743174142857,37.0,161.0,51.79999999998545,832.4000000000073
1998-12-12,3.0,0.30000000000000004,0.10000000000000002,0.1,33.638565590000006,-117.05509629333334,37.0,161.0,46.29999999998545,831.5000000000073
1998-12-13,6.0,3.8000000000000003,0.6333333333333334,2.0,34.812871275,-118.72158107166666,38.0,161.0,49.19999999998545,834.1000000000073
1998-12-14,1.0,45.0,45.0,45.0,33.807869,-117.304381,38.0,156.0,94.09999999998546,875.7000000000073
1998-12-15,11.0,12.5,1.1363636363636365,10.0,34.55076687727273,-118.12393152181818,47.0,154.0,106.39999999998545,837.4000000000073
1998-12-16,14.0,235.4,16.814285714285713,150.0,34.16412014785714,-117.49539460785715,46.0,164.0,299.09999999998547,1068.5000000000073
1998-12-17,3.0,0.30000000000000004,0.10000000000000002,0.1,34.00216477666667,-117.197887,45.0,162.0,298.19999999998544,1063.9000000000071
1998-12-18,2.0,1.2,0.6,1.0,35.326666665000005,-118.60569444000001,40.0,155.0,298.49999999998545,1048.7000000000073
1998-12-19,0.0,0.0,0.0,0.0,0.0,0.0,37.0,151.0,298.1999999999855,866.5000000000073
1998-12-20,4.0,8.6,2.15,5.0,35.83270833,-118.91743055,35.0,150.0,302.99999999998545,871.2000000000073
1998-12-21,0.0,0.0,0.0,0.0,0.0,0.0,34.0,133.0,257.99999999998545,837.4000000000073
1998-12-22,6.0,7.5,1.25,4.0,36.06714259,-119.39628703333334,29.0,128.0,252.99999999998545,797.7000000000073
1998-12-23,7.0,10.5,1.5,8.0,34.79374999857143,-118.56281666428572,22.0,128.0,28.09999999998542,805.3000000000073
1998-12-24,1.0,0.2,0.2,0.2,33.678519,-116.1032,20.0,127.0,27.99999999998542,803.9000000000074
1998-12-25,4.0,10.6,2.65,10.0,36.704529969999996,-119.9230845275,22.0,124.0,37.39999999998542,808.9000000000073
1998-12-26,5.0,5.6000000000000005,1.12,5.0,36.601462242000004,-120.149732686,27.0,120.0,42.99999999998542,557.7000000000072
1998-12-27,4.0,2.4,0.6,2.0,34.872222217499996,-118.9662499975,27.0,116.0,36.79999999998542,397.6000000000073
1998-12-28,7.0,36.1,5.1571428571428575,25.0,35.055006205714285,-118.36503999571428,34.0,121.0,72.89999999998543,433.5000000000073
1998-12-29,4.0,1.4,0.35,1.0,35.17724444,-118.873621415,32.0,124.0,66.79999999998542,434.6000000000073
1998-12-30,4.0,6.199999999999999,1.5499999999999998,5.0,34.0727777725,-117.5115277725,29.0,127.0,62.49999999998542,440.70000000000726
1998-12-31,6.0,839.2,139.86666666666667,446.0,35.695203740000004,-117.59724575833333,34.0,133.0,901.4999999999854,1279.9000000000074
1999-01-01,6.0,6.3999999999999995,1.0666666666666667,5.0,36.17682274,-119.332245925,36.0,136.0,897.2999999999854,1286.0000000000075
1999-01-02,20.0,20.6,1.03,10.0,34.892834492999995,-118.33047305400001,51.0,156.0,912.2999999999854,1306.6000000000074
1999-01-03,15.0,22.4,1.4933333333333332,10.0,35.797288142,-119.04041381733333,62.0,170.0,932.2999999999854,1328.0000000000075
1999-01-04,13.0,4.4,0.3384615384615385,1.0,35.95585103230769,-119.05858569769231,68.0,180.0,900.5999999999854,1326.6000000000074
1999-01-05,12.0,2.1,0.17500000000000002,1.0,36.204696570833335,-118.91288774833333,76.0,187.0,901.2999999999854,1327.8000000000075
1999-01-06,5.0,3.5,0.7,3.0,35.868256774,-119.008071518,77.0,191.0,898.5999999999855,1331.2000000000075
1999-01-07,9.0,44.2,4.911111111111111,40.0,36.86554470222222,-119.75366136999999,80.0,198.0,103.59999999998544,1375.2000000000073
1999-01-08,11.0,14.200000000000001,1.290909090909091,5.0,35.32138738181818,-118.14304596818182,85.0,194.0,111.39999999998544,1346.7000000000073
1999-01-09,12.0,17.2,1.4333333333333333,10.0,34.7975231475,-118.27374999666667,77.0,202.0,107.99999999998545,1362.7000000000073
1999-01-10,8.0,6.5,0.8125,5.0,37.013536415000004,-119.5742198325,70.0,203.0,92.09999999998544,1368.3000000000075
1999-01-11,4.0,1.3,0.325,1.0,36.764763995,-119.5141183275,61.0,204.0,88.99999999998545,1369.3000000000072
1999-01-12,8.0,14.8,1.85,13.0,37.24762415625,-120.07021062375,57.0,206.0,101.69999999998544,1380.3000000000072
1999-01-13,6.0,27.400000000000002,4.566666666666667,25.0,35.0897385,-118.43318001833335,58.0,211.0,125.59999999998544,1362.7000000000073
1999-01-14,6.0,9.8,1.6333333333333335,5.0,34.664415813333335,-118.41330649833333,55.0,206.0,91.19999999998547,1360.0000000000073
1999-01-15,8.0,20.3,2.5375,9.0,34.15907987375,-118.08209829,52.0,200.0,97.29999999998546,1144.9000000000074
1999-01-16,12.0,7.9,0.6583333333333333,3.0,34.21335483166667,-118.0164262025,52.0,209.0,87.99999999998545,1152.5000000000073
1999-01-17,14.0,18.4,1.3142857142857143,10.0,34.976403104285716,-118.87232507,58.0,221.0,99.89999999998545,1169.7000000000075
1999-01-18,2.0,1.2,0.6,1.0,35.457499999999996,-118.14763888499999,56.0,223.0,99.79999999998546,1170.9000000000074
1999-01-19,5.0,1.1,0.22000000000000003,0.5,35.42669782,-118.840415574,53.0,224.0,86.09999999998544,1163.4000000000074
1999-01-20,0.0,0.0,0.0,0.0,0.0,0.0,47.0,224.0,58.69999999998545,1163.4000000000074
1999-01-21,2.0,23.1,11.55,23.0,33.135027775,-116.40597222,43.0,220.0,71.99999999998545,1179.0000000000073
1999-01-22,3.0,1.4000000000000001,0.46666666666666673,1.0,37.19222222,-120.15240740666667,38.0,216.0,53.09999999998546,1169.9000000000074
1999-01-23,4.0,2.3000000000000003,0.5750000000000001,2.0,34.14660694,-117.2075277475,30.0,219.0,47.49999999998545,1172.0000000000073
1999-01-24,3.0,6.1,2.033333333333333,5.0,35.67896929333333,-118.15429444333334,19.0,218.0,35.19999999998545,1167.5000000000073
1999-01-25,2.0,0.2,0.1,0.1,34.79568471,-118.33257993500001,19.0,215.0,34.199999999985444,1162.1000000000074
1999-01-26,0.0,0.0,0.0,0.0,0.0,0.0,14.0,211.0,33.09999999998545,1159.7000000000073
1999-01-27,3.0,0.30000000000000004,0.10000000000000002,0.1,35.326203703333334,-119.07398148,17.0,207.0,33.399999999985454,1123.9000000000074
1999-01-28,2.0,0.2,0.1,0.1,33.246805555,-116.8225,17.0,205.0,10.499999999985448,1122.7000000000073
1999-01-29,5.0,2.7,0.54,2.0,36.64490491,-119.59779157800001,19.0,206.0,11.799999999985449,1119.2000000000073
1999-01-30,4.0,1.4000000000000001,0.35000000000000003,1.0,37.72000058,-121.13698474750001,19.0,204.0,10.899999999985447,281.4000000000073
1999-01-31,1.0,0.1,0.1,0.1,33.677689,-116.312631,17.0,199.0,4.899999999985448,275.1000000000073
1999-02-01,0.0,0.0,0.0,0.0,0.0,0.0,15.0,179.0,4.699999999985448,254.50000000000728
1999-02-02,3.0,0.7,0.2333333333333333,0.5,35.88939896333333,-118.36078436999999,18.0,167.0,5.399999999985448,232.8000000000073
1999-02-03,4.0,1.3,0.325,1.0,33.7649305525,-117.146041665,19.0,158.0,6.399999999985448,229.70000000000726
1999-02-04,2.0,1.1,0.55,1.0,36.971111105000006,-119.49138888499999,19.0,148.0,7.299999999985449,228.70000000000726
1999-02-05,1.0,0.1,0.1,0.1,40.373011,-120.371819,15.0,144.0,4.699999999985448,225.3000000000073
1999-02-06,2.0,0.30000000000000004,0.15000000000000002,0.2,36.699583329999996,-119.6525,13.0,137.0,3.5999999999854477,181.40000000000728
1999-02-07,0.0,0.0,0.0,0.0,0.0,0.0,12.0,126.0,3.499999999985448,167.20000000000726
1999-02-08,0.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,3.499999999985448,150.00000000000728
1999-02-09,2.0,0.2,0.1,0.1,37.66089969,-121.51837974,11.0,108.0,2.999999999985448,143.7000000000073
1999-02-10,5.0,23.3,4.66,20.0,35.797166663999995,-119.92494444399999,12.0,109.0,24.999999999985448,165.70000000000726
1999-02-11,6.0,5.4,0.9,4.0,33.902659164999996,-117.23627005333333,16.0,107.0,29.299999999985445,156.3000000000073
1999-02-12,4.0,2.7,0.675,2.0,33.3220138875,-116.8853472175,19.0,105.0,31.89999999998545,131.60000000000727
1999-02-13,4.0,2.7,0.675,2.0,34.737916665,-117.8648611075,21.0,103.0,34.299999999985445,124.50000000000728
1999-02-14,3.0,0.4,0.13333333333333333,0.2,34.42407407333334,-117.93092592,24.0,98.0,34.69999999998545,104.60000000000727
1999-02-15,6.0,202.6,33.766666666666666,200.0,34.45117446,-118.04417127666666,30.0,92.0,237.29999999998546,299.3000000000073
1999-02-16,2.0,0.2,0.1,0.1,34.158055555,-117.19791666,30.0,80.0,237.29999999998543,281.10000000000724
1999-02-17,4.0,3.5,0.875,3.0,34.7818201375,-117.65661249749999,29.0,82.0,217.49999999998542,283.40000000000725
1999-02-18,4.0,4.5,1.125,4.0,33.8372930825,-117.41324169250001,27.0,81.0,216.5999999999854,286.8000000000073
1999-02-19,3.0,100.19999999999999,33.4,100.0,35.857299463333334,-119.42382941666666,26.0,84.0,314.0999999999854,387.0000000000073
1999-02-20,2.0,0.2,0.1,0.1,34.381827775000005,-116.46069444,24.0,84.0,311.5999999999854,364.10000000000724
1999-02-21,1.0,0.1,0.1,0.1,33.93888888,-117.30388888,22.0,82.0,311.2999999999854,362.8000000000073
1999-02-22,5.0,1.6,0.32,1.0,35.159031724,-118.695778004,21.0,83.0,110.29999999998545,362.10000000000724
1999-02-23,2.0,1.1,0.55,1.0,36.44431069,-119.978891135,21.0,82.0,111.19999999998544,357.10000000000724
1999-02-24,5.0,25.5,5.1,15.0,34.477101042,-117.28989942000001,22.0,85.0,133.19999999998544,382.40000000000725
1999-02-25,7.0,1077.5,153.92857142857142,1000.0,35.92225428285714,-118.30660463285714,25.0,92.0,1206.1999999999855,1459.9000000000074
1999-02-26,1.0,0.1,0.1,0.1,33.80138889,-116.76861111,23.0,90.0,1106.0999999999854,1459.7000000000073
1999-02-27,3.0,3.7,1.2333333333333334,2.0,35.52861111,-120.17657407,24.0,91.0,1109.5999999999854,1463.2000000000073
1999-02-28,6.0,1.0,0.16666666666666666,0.5,34.801713785,-118.472627605,29.0,92.0,1110.4999999999854,1461.5000000000073
1999-03-01,7.0,17.599999999999998,2.514285714285714,15.0,33.55060985428572,-117.26900906142858,31.0,95.0,1126.4999999999857,1477.7000000000075
1999-03-02,5.0,2.4,0.48,1.0,35.030004264,-118.098018886,34.0,99.0,1127.7999999999854,1480.0000000000073
1999-03-03,4.0,0.5,0.125,0.2,36.5921361375,-119.96060972000001,33.0,103.0,1102.7999999999854,1480.5000000000073
1999-03-04,1.0,0.1,0.1,0.1,39.44611111,-121.56694444,27.0,101.0,25.399999999985447,1479.9000000000074
1999-03-05,4.0,0.4,0.1,0.1,36.44026747,-118.9838521925,30.0,101.0,25.699999999985444,1479.0000000000073
1999-03-06,7.0,21.9,3.1285714285714286,20.0,35.35151031428571,-118.52101157,34.0,106.0,43.89999999998544,1499.8000000000075
1999-03-07,8.0,2.6,0.325,1.0,38.2439476225,-120.81235347125,36.0,113.0,45.49999999998544,1502.3000000000072
1999-03-08,5.0,3.6,0.72,3.0,34.844413356000004,-117.41501786799999,34.0,116.0,31.499999999985445,1505.6000000000074
1999-03-09,2.0,0.2,0.1,0.1,33.862899999999996,-117.9308345,31.0,118.0,29.299999999985445,1505.8000000000072
1999-03-10,3.0,0.30000000000000004,0.10000000000000002,0.1,35.88490740666666,-118.68879629333333,30.0,121.0,29.099999999985446,1506.1000000000074
1999-03-11,0.0,0.0,0.0,0.0,0.0,0.0,29.0,119.0,28.999999999985445,1505.9000000000074
1999-03-12,9.0,13.799999999999999,1.5333333333333332,5.0,35.57763979333333,-118.53872414111112,34.0,123.0,42.39999999998545,1496.4000000000074
1999-03-13,6.0,31.700000000000003,5.283333333333334,30.0,35.227731479999996,-118.31481480999999,33.0,123.0,52.19999999998545,1522.7000000000075
1999-03-14,9.0,206.9,22.98888888888889,200.0,34.99473385,-118.00367961555555,34.0,128.0,256.49999999998545,1726.9000000000074
1999-03-15,4.0,2.3,0.575,1.0,38.7137499975,-120.9609722175,33.0,128.0,255.19999999998547,1726.5000000000073
1999-03-16,3.0,0.6,0.19999999999999998,0.3,33.89009259333333,-116.71979337,34.0,128.0,255.59999999998544,1726.7000000000073
1999-03-17,7.0,1.0,0.14285714285714285,0.3,35.65252977,-118.07391197857143,38.0,129.0,256.29999999998546,1525.1000000000074
1999-03-18,4.0,3.0,0.75,2.0,36.2958105275,-118.67968886,42.0,131.0,259.29999999998546,1527.9000000000074
1999-03-19,10.0,4.5,0.45,2.5,37.490676533,-120.257177455,43.0,137.0,249.99999999998545,1528.9000000000074
1999-03-20,1.0,0.1,0.1,0.1,33.67888888,-116.155,38.0,134.0,218.39999999998545,1524.5000000000073
1999-03-21,4.0,0.8,0.2,0.3,35.617401415,-118.5155277775,33.0,135.0,12.299999999985449,1425.1000000000072
1999-03-22,8.0,2.6,0.325,1.0,36.0757578825,-118.83984409375,37.0,141.0,12.599999999985448,1427.5000000000075
1999-03-23,4.0,0.8,0.2,0.3,38.1727097225,-119.16697022,38.0,144.0,12.799999999985449,1428.2000000000073
1999-03-24,0.0,0.0,0.0,0.0,0.0,0.0,31.0,139.0,11.799999999985449,1426.6000000000074
1999-03-25,1.0,1.0,1.0,1.0,38.49194444,-120.95305555,28.0,138.0,9.799999999985449,1426.5000000000073
1999-03-26,3.0,1.6,0.5333333333333333,1.0,37.19675925666667,-120.51185184666667,21.0,136.0,6.899999999985448,1402.6000000000072
1999-03-27,7.0,9.7,1.3857142857142857,5.0,36.22872827857143,-118.61438690428572,27.0,136.0,16.499999999985448,334.8000000000073
1999-03-28,10.0,1.3,0.13,0.3,35.952008885,-118.97210356299999,33.0,145.0,16.999999999985448,336.0000000000073
1999-03-29,1.0,0.1,0.1,0.1,33.765,-117.145,26.0,143.0,14.499999999985448,332.40000000000725
1999-03-30,9.0,2456.1,272.9,2450.0,35.34883677333333,-118.78297036777778,31.0,146.0,2469.799999999985,2787.5000000000073
1999-03-31,4.0,1.3,0.325,1.0,35.2167903025,-117.767444415,35.0,143.0,2471.0999999999854,2771.2000000000075
1999-04-01,3.0,10.6,3.533333333333333,10.0,37.480277773333334,-120.47416666666668,37.0,141.0,2480.6999999999853,2779.4000000000074
1999-04-02,5.0,1.5,0.3,1.0,38.273564598,-121.23903350999998,39.0,142.0,2480.5999999999854,2780.4000000000074
1999-04-03,15.0,4.5,0.3,1.0,38.15194480533333,-121.70478491733334,47.0,156.0,2475.399999999985,2784.8000000000075
1999-04-04,3.0,0.30000000000000004,0.10000000000000002,0.1,35.86424811,-118.83171743999999,40.0,155.0,2474.399999999985,2784.700000000007
1999-04-05,1.0,306.0,306.0,306.0,36.840639,-118.211381,40.0,149.0,2780.299999999985,3068.800000000007
1999-04-06,0.0,0.0,0.0,0.0,0.0,0.0,31.0,141.0,324.19999999998544,3066.200000000007
1999-04-07,2.0,2.1,1.05,2.0,34.5640655,-116.1116595,29.0,138.0,324.99999999998545,3064.7000000000075
1999-04-08,2.0,13.6,6.8,13.5,34.443487774999994,-117.84313444,28.0,138.0,327.99999999998545,3078.100000000007
1999-04-09,6.0,0.7000000000000001,0.11666666666666668,0.2,33.857916665,-117.25092592333333,29.0,141.0,327.19999999998544,3078.5000000000073
1999-04-10,7.0,0.8,0.1142857142857143,0.2,34.905627661428575,-117.63077031142858,21.0,148.0,323.49999999998545,3079.3000000000075
1999-04-11,1.0,0.1,0.1,0.1,34.01194444,-117.44388888,19.0,140.0,323.29999999998546,3065.600000000007
1999-04-12,4.0,4.3999999999999995,1.0999999999999999,2.0,39.0854749975,-120.77429444,22.0,138.0,21.699999999985447,3038.3000000000075
1999-04-13,1.0,2.0,2.0,2.0,41.06666667,-122.68555556,23.0,130.0,23.699999999985447,2833.4000000000074
1999-04-14,7.0,0.7000000000000001,0.1,0.1,35.45368293285714,-118.42397271,28.0,133.0,22.299999999985445,2831.800000000007
1999-04-15,14.0,51.300000000000004,3.6642857142857146,38.0,36.985352951428574,-119.28258697499999,40.0,144.0,59.99999999998545,2882.5000000000073
1999-04-16,16.0,9.9,0.61875,3.0,37.09735249125,-119.947928051875,50.0,153.0,69.19999999998545,2891.4000000000074
1999-04-17,11.0,5.3,0.4818181818181818,2.0,37.14724160454546,-119.52749366181818,54.0,160.0,73.69999999998545,2893.700000000007
1999-04-18,15.0,14.299999999999999,0.9533333333333333,10.0,35.985179480000006,-119.21220067266667,68.0,165.0,87.89999999998545,2903.5000000000073
1999-04-19,11.0,1.8,0.16363636363636364,0.5,36.99267704727273,-119.86957575545453,75.0,175.0,85.29999999998546,2905.200000000007
1999-04-20,13.0,86.1,6.623076923076923,80.0,36.25644124461539,-119.44216731076924,87.0,184.0,169.39999999998545,2990.5000000000073
1999-04-21,10.0,4.1,0.41,2.0,37.790043987000004,-120.514790318,90.0,186.0,172.79999999998546,2992.0000000000073
1999-04-22,33.0,1210.1999999999998,36.672727272727265,1187.0,38.45613067090909,-121.32620752303029,109.0,215.0,1331.6999999999853,4201.400000000007
1999-04-23,23.0,20.3,0.8826086956521739,5.0,37.98455705652174,-120.68679840391304,116.0,238.0,1342.0999999999851,4221.700000000007
1999-04-24,21.0,147.1,7.004761904761905,120.0,38.739584136666664,-121.07190337,126.0,258.0,1483.8999999999853,4367.8000000000075
1999-04-25,12.0,2.7,0.225,1.0,38.05223101666667,-121.08675784083333,123.0,267.0,1472.2999999999852,4368.900000000007
1999-04-26,8.0,5.8,0.725,2.0,36.7453801075,-120.05751557875,120.0,268.0,1476.2999999999854,4365.000000000007
1999-04-27,10.0,41.699999999999996,4.17,35.0,37.175507555,-119.94940253300001,117.0,268.0,1431.899999999985,4405.400000000007
1999-04-28,12.0,32.2,2.6833333333333336,25.0,37.97918388666667,-120.8392647575,119.0,279.0,1459.9999999999852,4437.500000000007
1999-04-29,10.0,14.4,1.44,5.5,37.928428171,-120.844279489,96.0,280.0,264.19999999998544,1995.8000000000072
1999-04-30,28.0,11.8,0.42142857142857143,1.5,39.0180000025,-121.59299249357142,101.0,304.0,255.69999999998544,2006.3000000000072
1999-05-01,14.0,16.4,1.1714285714285713,5.6,39.016084913571426,-121.32120664857143,94.0,315.0,124.99999999998545,2012.1000000000072
1999-05-02,10.0,44.900000000000006,4.49,40.0,34.928011342999994,-118.156819221,92.0,320.0,167.19999999998544,2055.5000000000073
1999-05-03,2.0,0.2,0.1,0.1,33.735346055,-117.34553172,86.0,307.0,161.59999999998544,2051.200000000007
1999-05-04,7.0,22.5,3.2142857142857144,20.0,38.99954876142857,-121.74791587,83.0,311.0,142.39999999998545,2073.4000000000074
1999-05-05,17.0,236.1,13.888235294117647,200.0,36.45440351470589,-119.6495469464706,88.0,327.0,346.29999999998546,2003.500000000007
1999-05-06,18.0,12.700000000000001,0.7055555555555556,5.0,37.602724985,-120.61612955888889,96.0,345.0,344.5999999999854,2016.200000000007
1999-05-07,17.0,23.7,1.3941176470588235,10.0,38.155270140588236,-120.8304312535294,85.0,360.0,356.49999999998545,2037.8000000000072
1999-05-08,21.0,93.0,4.428571428571429,40.0,38.02808067380953,-120.22804818857144,92.0,379.0,433.09999999998547,2117.200000000007
1999-05-09,20.0,62.0,3.1,30.0,36.6156230645,-119.9561330265,102.0,393.0,450.1999999999855,2178.5000000000073
1999-05-10,16.0,12.0,0.75,4.0,38.865612351875,-121.213146531875,116.0,402.0,461.99999999998545,2189.700000000007
1999-05-11,15.0,4.4,0.29333333333333333,1.0,37.449916664666674,-119.99696542066667,124.0,416.0,443.8999999999855,2194.0000000000073
1999-05-12,21.0,57.400000000000006,2.7333333333333334,43.0,37.379910663333334,-120.24094977523811,128.0,433.0,265.19999999998544,2247.0000000000073
1999-05-13,24.0,11.6,0.48333333333333334,2.0,37.688340765,-120.58980141875001,134.0,456.0,264.09999999998547,2256.600000000007
1999-05-14,13.0,437.5,33.65384615384615,365.0,36.820891686923076,-120.39166429538462,130.0,462.0,677.8999999999854,2693.4000000000074
1999-05-15,32.0,48.0,1.5,12.0,37.5334976315625,-120.26402964249999,141.0,480.0,632.8999999999854,2690.100000000007
1999-05-16,24.0,18.6,0.775,4.0,36.522173977499996,-119.5669644,145.0,488.0,589.4999999999854,2698.800000000007
1999-05-17,23.0,236.0,10.26086956521739,110.0,37.13183367478261,-120.07766227869566,152.0,500.0,813.4999999999854,2929.5000000000073
1999-05-18,26.0,22.9,0.8807692307692307,5.0,36.47644144576923,-119.64782429192307,163.0,511.0,831.9999999999854,2938.100000000007
1999-05-19,18.0,24.7,1.3722222222222222,6.0,36.06530750333334,-119.06615204666667,160.0,518.0,799.2999999999855,2961.0000000000073
1999-05-20,20.0,57.9,2.895,15.0,37.014573308,-119.95166764749999,156.0,525.0,845.5999999999855,2932.800000000007
1999-05-21,27.0,46.5,1.7222222222222223,20.0,37.281080053703704,-120.36688955444444,170.0,542.0,454.59999999998547,2975.200000000007
